version,semilla,makespan,balance,energia,score_agregado,tamano_frente,tiempo_ejecucion
estandar,23,1549.9439902184258,279.9908344105076,624.0226328481729,2.59973568054639,63,11.48744249343872
estandar,21,1552.3535277263288,283.02271249475194,623.985226155048,2.6109932714481205,69,11.542349576950073
estandar,19,1559.505424635174,276.49539653297813,624.903431193411,2.59412322151334,50,11.604912042617798
estandar,17,1553.3092493072427,281.60281782259943,624.2248615311537,2.6070804862496484,67,11.743436098098755
estandar,4,1545.6638406630461,280.77696550378016,623.5752327880704,2.599576899803272,64,11.774529695510864
estandar,16,1545.0905146404366,278.8632759930802,623.787844855177,2.5932150032807386,72,11.774123430252075
estandar,9,1552.2311296488008,281.16797083392464,624.1354680889425,2.6049642315407335,71,11.79137372970581
estandar,22,1543.0655585436066,283.2125412004111,623.3843163459233,2.6061236066244926,73,11.802117347717285
estandar,13,1553.326344037228,281.76500567479155,624.1755286030404,2.6075591841770245,71,17.69321870803833
estandar,15,1547.442324906834,277.25754835506297,624.2028619378577,2.5896313645005664,63,17.783220767974854
estandar,1,1561.6746920743387,278.6380432066429,624.9674886627496,2.6024415214822882,67,19.142632246017456
estandar,0,1553.6918154930065,280.9020903416891,624.2452134920463,2.604965085302676,67,19.175243377685547
estandar,18,1556.0824735334513,284.25154303726674,624.1552080525606,2.6171966774422253,73,19.332743883132935
estandar,6,1543.4280435450223,280.3662128481667,623.4872660450908,2.5969641589498633,62,19.383597135543823
estandar,11,1553.5247302784037,280.220190273149,624.335578266779,2.6027376350022395,64,19.414966821670532
estandar,5,1553.3301927390123,282.99788890552645,624.0335806186919,2.6114679364622493,71,19.433602809906006
estandar,2,1561.1534796961942,279.94585245459103,624.8479445522244,2.606369502152292,68,19.454185247421265
estandar,20,1557.9285233140579,283.26793195373125,624.4141612560247,2.6152109318685492,74,19.458099365234375
estandar,14,1546.3333838249243,282.7244292434991,623.6270924483242,2.606477302412208,73,19.46963405609131
estandar,8,1545.11531447358,282.3050333878957,623.6032190763589,2.6044361767340978,71,19.472543954849243
estandar,10,1548.7730858341524,278.80857868697143,624.103561831186,2.5953249887753422,59,19.529454469680786
estandar,12,1556.541208608331,279.6995981062282,624.4909782926259,2.602732566981058,64,19.583077669143677
estandar,7,1552.4918320324787,281.1346098368368,624.1358126848748,2.60498387168885,72,19.773677110671997
estandar,3,1561.24329539017,284.0751853783383,624.5521653862143,2.619756311412709,75,20.02494192123413
estandar,24,1551.7650063638266,280.3832595423562,624.0361696424576,2.6019736106694684,68,14.003471374511719
estandar,27,1546.886182229526,282.0981429146326,623.6856310019975,2.604749707023535,75,14.326067686080933
estandar,29,1552.4490607949303,281.72517212694567,624.0306598952423,2.6067808087662017,67,14.298723459243774
estandar,26,1564.4595197652202,280.6800783873236,625.0020409188094,2.610690079629131,72,14.623223781585693
memetico,0,1547.0552400326353,279.44304769448564,623.9581730345519,2.5963732642853916,73,16.929138898849487
memetico,1,1561.721202311909,279.5128029702653,624.8864894906355,2.605264929376794,69,17.67362332344055
estandar,25,1554.258070870149,283.6778992566232,624.177584843628,2.6144042970194774,74,21.040430307388306
estandar,28,1557.640972271178,278.36393839859755,624.6538250269869,2.5990628879789908,68,21.584996461868286
memetico,2,1548.4586734275829,276.7694612607135,624.1166973131507,2.588389489458766,53,17.52645754814148
memetico,3,1562.8306943200423,278.06003023008003,625.1108859328535,2.6012976659262694,65,17.839418649673462
memetico,18,1557.3533579658335,284.100600455031,624.2695148001144,2.617492273071279,78,17.29029679298401
memetico,19,1560.2163222287068,281.32469700837345,624.6560516691651,2.6102229392410723,70,17.320778369903564
memetico,20,1560.8913978172993,279.91639553861376,624.8488152377131,2.606141515329333,68,17.338744640350342
memetico,21,1554.0319957918339,282.17922706084596,624.139487026951,2.6092412600420003,72,17.49428939819336
memetico,9,1555.347292974959,271.0374008530229,625.2579924409807,2.5743573528180046,50,26.620598554611206
memetico,22,1551.4496594240572,282.37210089825265,624.009877616614,2.608407848348986,72,17.37547755241394
memetico,6,1552.6517288226391,283.7348913498185,623.8721550010359,2.613354771293147,69,27.10368847846985
memetico,5,1558.2511722442512,278.26367538060936,624.7440940668087,2.5991627336767404,64,27.60714292526245
memetico,12,1550.3768426547297,277.2498914880534,624.2693774012869,2.5911681225750955,68,27.323444604873657
memetico,13,1557.7069506510154,280.0312455088769,624.563943844285,2.6045251658469333,67,27.39178466796875
memetico,11,1559.0427822178406,280.69242170527497,624.5971038244292,2.6074443736852118,71,27.451308012008667
memetico,23,1554.218961106925,278.30056539420843,624.524742616582,2.596956235605465,72,17.44772171974182
memetico,4,1559.9985792988157,282.98374948481217,624.5237533831665,2.615455245146163,74,27.846692085266113
memetico,10,1547.1320295335909,278.7834362099378,623.9691272037469,2.594228602900512,60,27.597475290298462
memetico,7,1554.4082943848302,278.8887311002295,624.4477026930077,2.5989013975641435,70,27.7560932636261
memetico,8,1546.0376652923846,287.82510027301475,623.3198089492589,2.622892703483754,66,27.791912078857422
memetico,14,1543.225765754756,279.6752941533657,623.6401521902932,2.594778366517587,65,27.91644811630249
memetico,17,1552.5848529945256,282.95604509825324,624.0440809353131,2.610970787684745,70,27.563669443130493
memetico,16,1559.365675007309,280.9598576150923,624.6148263287259,2.6085225909759515,65,27.83101463317871
